PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
AZ-W-21017,YAVAPAI COLLEGE,,601 BLACKHILLS DR,CLARKDALE,AZ,86324,YAVAPAI
AZ-W-21018,FOUR TAILS  LLC,FOUR TAILS VINEYARD,274 E PEARCE RD,PEARCE,AZ,85625,COCHISE
AZ-W-21019,"GRAND CANYON WINERY, INC",GRAND CANYON WINE TASTING ROOM,16842 E PARKVIEW AVE STE 2,FOUNTAIN HILLS,AZ,85268,MARICOPA
AZ-W-21020,"SALT MINE WINE, LLC.",SALT MINE VINEYARDS,536 W SALT MINE RD,CAMP VERDE,AZ,86322,YAVAPAI
AZ-W-21021,COTTONTUCKY LLC,CHATEAU TUMBLEWEED,1151 W STATE ROUTE 89A,CLARKDALE,AZ,86324,YAVAPAI
AZ-W-21022,DESERT ROCK INDUSTRIES LLC,HOFFMAN FAMILY CELLARS,7302 E HELM DR STE 1002,SCOTTSDALE,AZ,85260,MARICOPA
AZ-W-21024,"MOGOLLON VINEYARDS, L.L.C.",,2430 S ST. RT. 69 HWY,DEWEY,AZ,86327,USA
AZ-W-21026,THE WINDMILL WINERY AT FLORENCE FARMS LLC,,1140 W BUTTE AVE,FLORENCE,AZ,85132,PINAL
AZ-W-21028,"PIERCE WINES ARIZONA, LLC",BODEGA PIERCE,1341 W STATE ROUTE 89-A,CLARKDALE,AZ,86324,YAVAPAI
AZ-W-21029,"DRINKING HORN, LLC",,506 N GRANT ST STE K,FLAGSTAFF,AZ,86001,COCONINO
AZ-W-21030,"COCHISE GROVES INVESTMENTS, LLC",COCHISE WINE COMPANY,650 S ARIZONA AVE,WILLCOX,AZ,85643,COCHISE
AZ-W-21031,AZ WINE CELLARS LLC.,KOKOPELLI WINERY,2115 E CEDAR ST STE 3,TEMPE,AZ,85281,MARICOPA
AZ-W-21032,"RANDR, INC.",RANDR SUSTAINABLE,2880 W RATTLESNAKE RD,ASH FORK,AZ,86320,
AZ-W-21033,"TKBM, LLC",GARAGE EAST,3000 E RAY RD BLDG 7,GILBERT,AZ,85296,MARICOPA
AZ-W-21034,LARAMITA CELLARS LLC,,6223 E CATTLE DR,WILLCOX,AZ,85643,COCHISE
AZ-W-21035,"DOWN TIME WINES, INC.",,393 W WARNER AVE STE 109,CHANDLER,AZ,85225,MARICOPA
AZ-W-21036,THE ODDITY WINE COLLECTIVE LLC,THE ODDITY WINE COLLECTIVE,4626 OLD HWY 279,CAMP VERDE,AZ,86322,YAVAPAI
AZ-W-21037,STOIC CIDER LLC,STOIC CIDER,11600 W FAIR OAKS RD,PRESCOTT,AZ,86035,YAVAPAI COUNTY
AZ-W-21038,"DESERT CIDER HOUSE, LLC",DESERT CIDER HOUSE,284 E CHILTON DR STE 8,CHANDLER,AZ,85225,
AZ-W-21039,"ASMUNDSON FAMILY VINEYARD, LLC",DEEP SKY VINEYARD,124 ELGIN RD,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21040,CIDER CORPS LLC,CIDER CORPS,31 S ROBSON ST STE 103,MESA,AZ,85210,MARICOPA
AZ-W-21041,"DA VINES VINEYARD, LLC",,2610 N DANCING APACHE RD,CORNVILLE,AZ,86325,YAVAPAI
AZ-W-21042,"EPICENTER WINES, LLC",,4626 OLD HWY 279,CAMP VERDE,AZ,86322,YAVAPAI
AZ-W-21043,"BIRDS AND BARRELS VINEYARDS AND WINERY, LLC",,5000 E ARZBERGER RD,WILLCOX,AZ,85643,COCHISE
AZ-W-21044,"ELEPHANT HEAD VINEYARD, LLC",ELEPHANT HEAD VINEYARD,1705 W HAWK WAY,AMADO,AZ,85645,PIMA
AZ-W-21045,"RUSSCO CONTRACTING, INC.",WOODS BAY WINERY,4920 E CHAMBERS RD,WILLCOX,AZ,85643,COCHISE
AZ-W-21046,LYMAN AZ HOLDINGS LLC,,820 W MINGUS AVE,COTTONWOOD,AZ,86326,
AZ-W-21047,BELOW THE RIM MEADERY LLC,BELOW THE RIM MEADERY,626 N FOREST ROAD 199,PAYSON,AZ,85541,USA
AZ-W-21048,"NAJAR CELLARS, LLC",NAJAR CELLARS,4626 OLD HIGHWAY 279,CAMP VERDE,AZ,86322,YAVAPAI
AZ-W-21049,"JAVELINA LEAP VINEYARD & WINERY, LLC",,1565 N PAGE SPRINGS RD,CORNVILLE,AZ,86325,
AZ-W-21050,"INTEGRATED SYSTEMS ENGINEERING SOLUTIONS, LLC",,10000 E EL POSO TRL,TUCSON,AZ,85749,PIMA
AZ-W-21051,"SOLLENBERGER VINEYARDS & WINERY, L.L.C.",,1199 N PYLE RANCH RD,PAYSON,AZ,85541,GILA
AZ-W-21052,"FLYING LEAP VINEYARDS, INC.",FLYING LEAP VINEYARDS,5051 E FLYING LEAP WAY,WILLCOX,AZ,85643,COCHISE
AZ-W-21053,"FLYING LEAP VINEYARDS, INC.",FLYING LEAP VINEYARDS,5051 E FLYING LEAP WAY BLDG 2,WILLCOX,AZ,85643,COCHISE
AZ-W-21055,CRUSH CRAFT CIDER COMPANY LLC,SIX BYRD CIDER,941 S PARK LN STE 105,TEMPE,AZ,85281,MARICOPA
AZ-W-21056,"BUFFALO JUMP WINES, LLC",BUFFALO JUMP WINES,2625 W QUEEN CREEK RD STE 4,CHANDLER,AZ,85248,MARICOPA
AZ-W-21057,"HIGH LONESOME ENTERPRISE, LLC",HIGH LONESOME VINEYARD,8979 N HIGH LONESOME RD,MCNEAL,AZ,85617,COCHISE
AZ-W-21058,"JOHN MCLOUGHLIN & ASSOCIATES, INC.",HEAVENS CELLARS,8001 BELL RANCH RD,WILLCOX,AZ,85643,COCHISE
AZ-W-21059,"OLD PUEBLO CELLARS, L.L.C.",,10088 N SAINT PATRICK RD,TUCSON,AZ,85742,PIMA
AZ-W-21060,"SCALE AND FEATHER MEADERY, LLC",SCALE AND FEATHER MEADERY,1050 N FAIRWAY DR STE E112,AVONDALE,AZ,85323,MARICOPA
AZ-W-21061,"LITTLE OLD WINE DRINKERS WINERY, LLC",LITTLE OLD WINE DRINKERS WINERY,10919 N SHARON RD,KINGMAN,AZ,86401,MOHAVE
AZ-W-21062,JAVELINA RUN WINERY LLC,JAVELINA RUN WINERY,180 W CONTINENTAL RD STE 178,GREEN VALLEY,AZ,85622,PIMA
AZ-W-21063,ZIN BLANTE INC.,,8059 KANSAS SETTLEMENT RD,WILLCOX,AZ,85643,COCHISE
AZ-W-21064,"21 GRAMS VINEYARD & WINERY, INC.",,8403 BELL RANCH RD,WILLCOX,AZ,85643,COCHISE
AZ-W-21065,"BURNING TREE CELLARS, L.L.C.",,1040 N MAIN ST,COTTONWOOD,AZ,86326,YAVAPAI
AZ-W-21066,"THE MEADING ROOM, LLC",,3470 HIGHWAY 82,SONOITA,AZ,85637,SANTA CRUZ
AZ-W-21067,"WAGGIN VINEYARD & ESTATE, L.L.C.",,1540 E SOUTH ST,GLOBE,AZ,85501,GILA
AZ-W-21069,ODYSSEY CELLARS INC.,ODYSSEY CELLARS,7235 E HAMPTON AVE STE 110,MESA,AZ,85209,MARICOPA
AZ-W-21070,"PASSION CELLARS, LLC",SALVATORE VINEYARDS,331 ELGIN RD,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21071,VINO BANDITO DE SONOITA LLC,VINO STACHE WINERY,60 LONE MESQUITE CT,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21072,"VIGNETO NANNINI, LLC",VIGNETO NANNINI,2120 W INA RD STE 200,TUCSON,AZ,85741,
AZ-W-21073,1764 VINEYARDS LLC,,357 W TREASURE RD,PEARCE,AZ,85625,COCHISE
AZ-W-21074,"GALLIFANT CELLARS, LLC",WINERY 101,9299 W OLIVE AVE STE 101,PEORIA,AZ,85345,MARICOPA
AZ-W-21075,"BESHERT, LLC",LOS MILICS VINEYARDS,423 UPPER ELGIN RD,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21076,"JUPITER VINEYARDS, LLC.",HIVE FIVE MEADERY,6927 E BROOKS BLVD,KINGMAN,AZ,86401,MOHAVE
AZ-W-21077,"THE PACK ATTACK, LLC",COPPER HOP RANCH,5 FAIRVIEW LN,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21078,WITCH CREEK CRAFT CIDER LLC,WITCH CREEK CRAFT CIDER,3034 W SAFFORD BRYCE RD,SAFFORD,AZ,85546,GRAHAM
AZ-W-21079,CARRUTHERS WINES LLC,OAK CREEK VINEYARDS AND WINERY,1555 N PAGE SPRINGS RD,CORNVILLE,AZ,86325,YAVAPAI
AZ-W-21080,"PROVISIONER WINES, LLC",PROVISIONER WINES,4700 OLD STATE HIGHWAY 279,CAMP VERDE,AZ,86322,YAVAPAI
AZ-W-21081,"GCWCO, LLC",GCWCO,233 E RODEO RD,WILLIAMS,AZ,86046,COCONINO
AZ-W-21082,"SAVANNAH BEE COMPANY RETAIL, LLC",SAVANNAH BEE COMPANY,390 N SR 89A STE 2,SEDONA,AZ,86336,
AZ-W-21083,"COVE MESA VINEYARD, LLC",,741 AIRPARK WAY UNIT 8 & 9,COTTONWOOD,AZ,86326,YAVAPAI
AZ-W-21084,"KOLA ENTERPRISES, LLC",SILVER CONCHO VINEYARDS,6861 E BROOKS BLVD,KINGMAN,AZ,86401,MOHAVE
AZ-W-21085,"LIGHT WORK WINERY, LLC",TWISTED UNION WINE COMPANY,370 ELGIN RD,ELGIN,AZ,85611,
AZ-W-21086,"BLUEBERRY SPACESHIP BOX CIDER COMPANY, LLC",BLUEBERRY SPACESHIP BOX CIDER COMPANY,6678 INTER CAL WAY,PRESCOTT,AZ,86301,YAVAPAI
AZ-W-21087,"BSB DRAFT CIDER COMPANY, LLC","BSB DRAFT CIDER COMPANY, LLC",6678 INTER CAL WAY,PRESCOTT,AZ,86301,
AZ-W-21088,"SUPERSTITION SESSION MEADERY, LLC","SUPERSTITION SESSION MEADERY, LLC",6678 INTER CAL WAY,PRESCOTT,AZ,86301,
AZ-W-21089,"FURIIS WINERY, LLC",FURIIS WINERY,6678 INTER CAL WAY,PRESCOTT,AZ,86303,YAVAPAI
AZ-W-21090,"SUPERSTITION CELLARS, LLC",SUPERSTITION CELLARS,6678 INTER CAL WAY,PRESCOTT,AZ,86301,YAVAPAI
AZ-W-21091,"SUPERSTITION CIDER HOUSE, LLC",SUPERSTITION CIDER HOUSE,6678 INTER CAL WAY,PRESCOTT,AZ,86301,
AZ-W-21092,"SUPERSTITION DRAFT MEADERY, LLC",SUPERSTITION DRAFT MEADERY,6678 INTER CAL WAY,PRESCOTT,AZ,86301,YAVAPAI
AZ-W-21093,"SUPERSTITION CORE MEADERY, LLC",SUPERSTITION CORE MEADERY,6678 INTER CAL WAY,PRESCOTT,AZ,86301,YAVAPAI
AZ-W-21094,"SUPERSTITION WINERY, LLC",SUPERSTITION WINERY,6678 INTER CAL WAY,PRESCOTT,AZ,86301,YAVAPAI
AZ-W-21095,RL WINERY INC,RL WINERY,HOUSE 39 COUNTY ROAD 5309,CONCHO,AZ,85924,APACHE COUNTY
AZ-W-21096,CELESTIAL ARTISAN MEADS LLC,CELESTIAL ARTISAN MEADERY,100 EASY ST STE 100,CAREFREE,AZ,85377,
AZ-W-21097,"NAJAR CELLARS, LLC",NAJAR CELLARS,32 BLUE SKY LN,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21098,"SUNSET RIDE, LLC",SUNSET RIDE,15 IRON HORSE RANCH RD,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21099,DARK SKY BREWING COMPANY LLC,,117 N BEAVER ST,FLAGSTAFF,AZ,86001,
AZ-W-21100,CIDER CORPS LLC,CIDER CORPS,685 S GILBERT RD,GILBERT,AZ,85296,MARICOPA
AZ-W-21101,"COVINGTON WINES, LLC",COVINGTON WINES,93 MAIN ST,GREER,AZ,85927,APACHE
AZ-W-21102,"RAINBOW MOUNTAIN RANCH, LLC",CHARRON VINEYARDS AND WINERY,18585 S SONOITA HIGHWAY,VAIL,AZ,85641,PIMA
AZ-W-21103,"MONSOON VERMUT, LLC","MONSOON VERMUT, LLC",6040 N BOBCAT LN,TUCSON,AZ,85743,PIMA
AZ-W-21104,"SPA VINO, LLC",SPA VINO,1101 E IRENE ST,PEARCE,AZ,85625,
AZ-W-21105,QUEEN OF CUPS LLC,,320 SMELTER AVE,PATAGONIA,AZ,85624,SANTA CRUZ
AZ-W-21106,"BAWKER BAWKER BEVERAGES,LLC",BAWKER BAWKER A CIDER HOUSE,400 N 4TH AVE,TUCSON,AZ,85705,
AZ-W-21107,WILLIAM J. SANDERS,DESERT BLOSSOM WINERY,5557 CALLE ALAMO,SIERRA VISTA,AZ,85650,
AZ-W-21108,LOCKMESS LLC,OMPHALOS WINERY,6107 E CATTLE RANCH DR,WILLCOX,AZ,85643,COCHISE
AZ-W-21109,MARK ANTHONY BREWING INC.,,9601 N REEMS RD,WADDELL,AZ,85355,MARICOPA
AZ-W-21110,FLYING KITE VINEYARD LLC,FLYING KITE VINEYARD,535 LOWER ELGIN ROAD RD,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21111,"COSMIC, LLC",,3103 TOHO TRL,FLAGSTAFF,AZ,86005,
AZ-W-21112,MOUNTAIN THUNDER WINES LLC,,429 UPPER ELGIN RD,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-21113,"DOMUS OPUNTIA, LLC",ARID FARMS,42517 N MURPHY AVE,SAN TAN VALLEY,AZ,85140,PINAL
AZ-W-21114,"CADUCEUS CELLARS, LLC",,741 AIR PARK WAY UNIT 11,COTTONWOOD,AZ,86326,YAVAPAI
AZ-W-269,"STALTARI, WILLIAM JOSEPH",SAN DOMINIQUE WINERY,YAVAPAI CTY. HWY. 17 & ARIZONA RT. 169,CAMP VERDE,AZ,86322,YAVAPAI
AZ-W-273,"SONOITA VINEYARDS, LTD.",,290 ELGIN CANELO RD,ELGIN,AZ,85611,SANTA CRUZ
AZ-W-288,"DOMAINES ELLAM, INC.",THE VILLAGE OF ELGIN WINERY,471 ELGIN RD,ELGIN,AZ,85611,PIMA
AZ-W-296,"COLIBRI VINEYARD AND WINERY, L.L.C.",COLIBRI VINEYARD AND WINERY,2825 W HILLTOP RD,PORTAL,AZ,85632,COCHISE
CO-W-15000,"VERSO CELLARS, LLC",,300 W 11TH AVE,DENVER,CO,80204,DENVER
CO-W-15003,WHITEWATER HILL LLC,WHITEWATER HILL LLC,130 31 RD,GRAND JUNCTION,CO,81503,MESA
CO-W-15005,WINTER PARK WINERY LLC,MILE HIGH WINERY,395 ZEREX ST,FRASER,CO,80442,GRAND
CO-W-15008,"TALON WINERY, LLC",COLORADO WINE ROOM,3701 G RD,PALISADE,CO,81526,MESA
CO-W-15009,"SNOWY PEAKS WINERY, LLC",SNOWY PEAKS WINERY,292 MORAINE AVE,ESTES PARK,CO,80517,LARIMER
CO-W-15010,LEROUX CREEK VINEYARDS LLC,LEROUX CREEK VINEYARDS,12388 3100 RD,HOTCHKISS,CO,81419,DELTA
CO-W-15018,"BLOSSOMWOOD CIDERY, LLC",,794 NE INDIAN CAMP AVE,CEDAREDGE,CO,81413,DELTA
CO-W-15019,"HCA WINERY ACQUISITION, LLC",THE WINERY AT HOLY CROSS ABBEY,3011 E HIGHWAY 50,CANON CITY,CO,81212,FREMONT
CO-W-15021,"BIJOU CREEK VINEYARDS, LLC",BIJOU CREEK,601 10TH ST,GREELEY,CO,80631,WELD
CO-W-15022,BONACQUISTI WINE COMPANY,,4640 PECOS ST UNIT 1,DENVER,CO,80211,DENVER
CO-W-15023,"BETHLEHEM WINE CELLARS, LLC",BETHLEHEM WINE CELLARS,42097 MINNESOTA CREEK RD,PAONIA,CO,81428,DELTA
CO-W-15027,"TEN BEARS WINERY, LTD",,5215 TEN BEARS CT,LAPORTE,CO,80535,LARIMER
CO-W-15028,"LONE STAR VINO (DENVER), LLC",,1660 CHAMPA ST,DENVER,CO,80202,DENVER
CO-W-15029,AZURA STUDIOS CORP,,16764 FARMERS MINE RD,PAONIA,CO,81428,DELTA
CO-W-15030,"LONE STAR VINO (SILVERTHORNE), L.L.C.",,358 BLUE RIVER PKWY,SILVERTHORNE,CO,80498,SUMMIT
CO-W-15031,VINO DI MARIA,VINO DI MARIA,12445 E 39TH AVE STE. 420,DENVER,CO,80239,DENVER
CO-W-15032,PHILIP AND SUSAN PATTON,THE PEACHFORK,281 33 RD,PALISADE,CO,81526,MESA
CO-W-15033,BLUE MOUNTAIN VINEYARDS LTD,,4480 HOOT OWL DR,BERTHOUD,CO,80513,LARIMER
CO-W-15035,"ALLIS RANCH WINERY, LLC",,901 ALLIS RANCH RD,SEDALIA,CO,80135,DOUGLAS
CO-W-15038,"VINTNERS IN THE SPA, L.L.C.",D'VINE WINE MANITOU SPRINGS,934 MANITOU AVE SUITE 108,MANITOU SPRINGS,CO,80829,EL PASO
CO-W-15039,5680 L.L.C.,,14652 PEONY LN,PAONIA,CO,81428,DELTA
CO-W-15041,"DESERT SUN VINEYARDS & WINERY, LLC",DESERT SUN VINEYARDS & WINERY,3230 B 1/2 RD,GRAND JUNCTION,CO,81503,MESA
CO-W-15042,SUMMIT CELLARS LLC,SUMMIT CELLARS,595 36 RD,PALISADE,CO,81526,MESA
CO-W-15046,AVANT VINEYARDS INC.,,3486 E RD,PALISADE,CO,81526,MESA
CO-W-15049,"VARAISON VINEYARDS AND WINERY, LLC",,405 W FIRST ST,PALISADE,CO,81526,MESA
CO-W-15050,NORTH FORK CELLARS LLC,NORTH FORK CELLARS LLC,386 HIGH ST,HOTCHKISS,CO,81419,DELTA
CO-W-15052,"TWO BROTHERS VINEYARDS, LLC",BLACK FOREST MEADERY,6420 BURROWS RD A,COLORADO SPRINGS,CO,80908,EL PASO
CO-W-15053,"ASPEN PEAK CELLARS, INC",ASPEN PEAK CELLARS,60750 US HWY 285,BAILEY,CO,80421,PARK
CO-W-15056,ZEPHYR CELLARS LTD.,ZEPHYR CELLARS,200 12TH ST UNIT 102,LOVELAND,CO,80537,LARIMER
CO-W-15058,PLEASANT VIEW VINEYARDS LLC,PLEASANT VIEW VINEYARDS,22970 COUNTY ROAD 10,PLEASANT VIEW,CO,81331,MONTEZUMA
CO-W-15059,FOX FIRE FARMS LLC THREE,FOX FIRE FARMS,5513 COUNTY RD 321,IGNACIO,CO,81137,LA PLATA
CO-W-15061,SPRING CREEK VINEYARDS LLC,,1702 WILLOW ST,CANON CITY,CO,81212,FREMONT
CO-W-15062,"VINO SALIDA, LLC","VINO SALIDA, INC.",10495 CR 120,SALIDA,CO,81242,CHAFFEE
CO-W-15065,"CIATANO'S VINEYARDS, LLC",CIATANO'S VINEYARDS,200 12TH ST UNIT 102,LOVELAND,CO,80537,LARIMER
CO-W-15066,LAWRENCE E. PARKER & NINA L. PARKER,FIRE MOUNTAIN VINEYARD,38594 STUCKER MESA RD,HOTCHKISS,CO,81419,DELTA
CO-W-15067,"GUBBINI WINERY, LLC",GUBBINI WINERY,3697 F RD,PALISADE,CO,81526,MESA
CO-W-15068,SETTEMBRE CELLARS LLC,SETTEMBRE CELLARS,1780 GRAPE AVE,BOULDER,CO,80304,BOULDER
CO-W-15069,CARRIAGE HOUSE LLC,WATER 2 WINE CO-2,9608 E ARAPAHOE RD,GREENWOOD VILLAGE,CO,80112,ARAPAHOE
CO-W-15071,BOLDRON FARM LTD,HONEYJACK,9769 W 119TH DR BAY 7,BROOMFIELD,CO,80020,BROOMFIELD
CO-W-15072,ROCKYSPRING WINERY LLC,ROCKYSPRING WINERY,1339 WOLFE RD,HARTSEL,CO,80449,PARK
CO-W-15073,"SWEETHEART CITY WINES, LLC",SWEET HEART WINERY,5500 W HWY 34,LOVELAND,CO,80537,LARIMER
CO-W-15074,TWO BEES LLC,HUNTERS MOON MEADERY,404 IMMIGRANT TRL,SEVERANCE,CO,80550,WELD
CO-W-15075,"COLORADO CIDER COMPANY, LLC",COLORADO CIDER COMPANY,2650 W 2ND AVE UNIT 10,DENVER,CO,80219,DENVER
CO-W-15076,"ANATOMY WINES, LLC",ANATOMY WINES,1017 BUFFALO RIDGE RD,CASTLE ROCK,CO,80108,DOUGLAS
CO-W-15077,"COLTERRIS, LLC",COLTERRIS WINES,3907 N RIVER RD,PALISADE,CO,81526,MESA
CO-W-15079,"THE INFINITE MONKEY THEOREM, INC.",,3200 LARIMER ST,DENVER,CO,80205,DENVER
CO-W-15080,COLORADO STATE UNIVERSITY,RAM'S POINT WINERY,3168 B 1/2 RD,GRAND JUNCTION,CO,81503,MESA
CO-W-15081,"VINTAGES HANDCRAFTED WINE INTERNATIONAL, INC.",,120 W OLIVE ST,FORT COLLINS,CO,80524,LARIMER
CO-W-15082,POINT BLANK WINERY LLC,POINT BLANK WINERY,6547 S RACINE CIR STE 1400,CENTENNIAL,CO,80111,ARAPAHOE
CO-W-15083,TT ENTERPRISE,THE QUEEN'S HONEYWINE,865 S LEYDEN ST,DENVER,CO,80220,DENVER
CO-W-15084,THE PURPLE DRAGONFLY INC.,FOUR LEAVES WINERY,528 MAIN AVE,DURANGO,CO,81301,LA PLATA
CO-W-15085,TIMBERLINE BREWING COMPANY,TWISTED PINE BREWING COMPANY,3201 WALNUT ST A,BOULDER,CO,80301,BOULDER
CO-W-15086,VINNIE FERA LLC,,3012 STERLING CIR STE 110,BOULDER,CO,80301,BOULDER
CO-W-15090,SUMMIT CELLARS LLC,GRAYSTONE WINERY,595 26 RD,PALISADE,CO,81526,MESA
CO-W-15091,THE ICE CAVE CIDER HOUSE LLC,,174 N WASHINGTON ST SUITE C,MONUMENT,CO,80132,EL PASO
CO-W-20137,"GOLDEN VALLEY WINERY, LLC",,5131 FRANKLIN ST,DENVER,CO,80216,UNITED STATES
CO-W-20151,"BYERSCELLARS WINES, LLC",BYERSCELLARS WINES,109 W GALENA AVE,CRIPPLE CREEK,CO,80813,UNITED STATES
CO-W-20156,MESA WINDS WINERY LLC,MESA WINDS WINERY,31262 L RD,HOTCHKISS,CO,81419,
CO-W-20308,"FIRST CORKED, L.L.C.",SILVER VINES WINERY,6340 W 56TH AVE UNIT 5,ARVADA,CO,80002,JEFFERSON
CO-W-20327,KINGMAN ENTERPRISES L.L.C.,KINGMAN ESTATES WINERY,800 E 64TH AVE UNIT 9,DENVER,CO,80229,
CO-W-20380,SUMMIT WINES LLC,SUMMIT WINES,4860 S QUINTERO ST,AURORA,CO,80015,USA
CO-W-20439,ROBERTSON AND ASSOCIATES WINERY LTD,ROBERTSON AND ASSOCIATES WINERY,1088 PINEWICKET WAY,PARKER,CO,80138,ELBERT
CO-W-20541,LEMONFLIP LLC,RYKER'S CELLARS,4640 PECOS ST UNIT G,DENVER,CO,80211,DENVER
CO-W-20558,"VINO PASSARELLI, INC.",,180 ALLISON ST,LAKEWOOD,CO,80226,JEFFERSON
CO-W-20576,DAVID DISCHNER,CLAREMONT INN & WINERY,800 CLAREMONT DR,STRATTON,CO,80836,
CO-W-21003,TERESA K. KERNAN,,603 E COLLINS ST,EATON,CO,80615,WELD
CO-W-21004,DRAGON MEADERY LLC,,2708 S HELENA WAY,AURORA,CO,80013,UNITED STATES
CO-W-21006,WILLIAMS CELLARS LLC,,250 S GRAND MESA DR S,CEDAREDGE,CO,81413,DELTA
CO-W-21007,"COLD CREEK, LTD.",CIATANO WINERY,16858 N SAINT VRAIN DR,LYONS,CO,80540,BOULDER
CO-W-21009,FORTUNATO FAMILY WINERY INC.,,6601 INDIANA ST,ARVADA,CO,80007,JEFFERSON
CO-W-21010,"THE WINERY AT PIKES PEAK, LLC",THE WINERY AT PIKE PEAK,4455 FOUNTAIN AVE,CASCADE,CO,80809,EL PASO
CO-W-21011,"RED FOX VINEYARDS, LLC",RED FOX CELLARS,695 36 RD UNIT C,PALISADE,CO,81526,MESA
CO-W-21013,"WINECLECTIC, LLC",DECADENT SAINT,1849 CHERRY ST UNIT 3 & 4,LOUISVILLE,CO,80027,BOULDER
CO-W-21014,"THE ASCHWANDEN GROUP, LLC",CRAG CREST CELLARS,24621 TANNIN RD,CEDAREDGE,CO,81413,DELTA
CO-W-21015,"SUMMIT HARD CIDER AND PERRY COMPANY, LLC",SCRUMPY'S,215 N COLLEGE AVE STE A,FORT COLLINS,CO,80524,USA
CO-W-21016,KPATKIN L.L.C,LOST PRAIRIE WINERY,251 JEFFERSON ST,FORT COLLINS,CO,80525,LARIMER
CO-W-21018,THE OLD MINE BREWING COMPANY,THE OLD MINE,500 BRIGGS ST,ERIE,CO,80516,
CO-W-21019,"VINES AT VAIL, LLC",VINES AT VAIL WINERY,,WOLCOTT,CO,81655,EAGLE
CO-W-21020,"STEM CIDERS, LLC",STEM CIDERS,2811 WALNUT ST UNIT B,DENVER,CO,80205,
CO-W-21021,CULTURE CLUB LLC,,686 S TAYLOR AVE STE 102,LOUISVILLE,CO,80027,UNITED STATES
CO-W-21022,"CATRIONA CELLARS, LLC",CATRIONA CELLARS,243 WASHINGTON ST,MONUMENT,CO,80132,EL PASO
CO-W-21023,"CREEKSIDE CELLARS, LLC",,28036 HIGHWAY 74,EVERGREEN,CO,80439,JEFFERSON
CO-W-21024,IRONTREE CORPORATION,URBAN COUNTRY WINES,2851 WINDMILL CIR,ELIZABETH,CO,80107,ELBERT
CO-W-21025,MUMMY HILL WINERY,MUMMY HILL WINERY,51368 HWY. 385,WRAY,CO,80758,YUMA
CO-W-21026,MIRACLE STAG MEADERY LLC,MIRACLE STAG MEADERY,4117 PLUM CREEK DR,LOVELAND,CO,80538,LARIMER
CO-W-21027,SONGBIRD CELLARS LLC,SONGBIRD CELLARS,461 BRENTWOOD DR,PUEBLO,CO,81005,PUEBLO
CO-W-21028,"EDGE OF CEDARS FARM, LLC",EDGE OF CEDARS FARM & WINERY,250 SW 7TH ST,CEDAREDGE,CO,81413,DELTA
CO-W-21029,JOHN MARTIN,STONEBRIDGE FARM,5169 UTE HWY,LONGMONT,CO,80503,
CO-W-21030,"TWO SWEDES LIQUOR, LLC",TWO SWEDES GLOGG,103 MESA VISTA RD,GRAND JUNCTION,CO,81507,
CO-W-21031,BLACK ARTS CELLARS LTD,BLACK ARTS CELLARS,11616 SHAFFER PL UNIT S-110,LITTLETON,CO,80127,
CO-W-21032,"NEW BELGIUM BREWING COMPANY, INC.",NEW BELGIUM BREWING,500 LINDEN ST,FORT COLLINS,CO,80524,
CO-W-21033,"WINE & WHEY, LLC",WINE & WHEY,3559 LARIMER ST,DENVER,CO,80205,DENVER
CO-W-21034,"GORAN, INC.",WATERS EDGE WINERIES,2101 E ARAPAHOE RD,CENTENNIAL,CO,80122,
CO-W-21035,COMPASS CIDER HOUSE INC,COMPASS CIDER,216 N COLLEGE AVE N,FORT COLLINS,CO,80524,LARIMER
CO-W-21037,GOLDEN CITY WINERY LLC,GOLDEN CITY WINERY,920 12TH ST BLDG 4,GOLDEN,CO,80401,JEFFERSON
CO-W-21038,VINO COLORADO WINERY LLC,,2845 ORE MILL RD UNIT 9,COLORADO SPRINGS,CO,80904,EL PASO
CO-W-21041,C SQUARED CIDERS LLC,,910 L ST,PENROSE,CO,81240,FREMONT
CO-W-21042,LEAP OF FAITH WINERY,,11467 W I70 FRONTAGE ROAD NORTH,WHEAT RIDGE,CO,80033,
CO-W-21043,LEGATUM CELLARS INC,LEGATUM CELLARS,1704 WILLOW ST,CANON CITY,CO,81212,FREMONT
CO-W-21044,"FORGOTTEN ROOTS: AN AMERICAN HERITAGE WINERY, LLC.",FORGOTTEN ROOTS WINERY,624 MAIN ST,WINDSOR,CO,80550,WELD
CO-W-21045,SHARON MULLALLY,TWO MOONS WINERY,3641 ST. CHARLES ST,COLORADO SPRINGS,CO,80904,EL PASO
CO-W-21046,QUEEN BEE BREWS LLC,QUEEN BEE BREWS,800 E 64TH AVE UNIT 6,DENVER,CO,80229,ADAMS
